Time (s)	O2 conc. (ppm)
261.41	2.072E+05	21.0
261.83	2.072E+05	21.0
262.28	2.072E+05	21.0
262.76	2.072E+05	21.0
263.21	2.072E+05	21.0
263.65	2.071E+05	21.0
264.10	2.071E+05	21.0
264.55	2.072E+05	21.0
264.99	2.071E+05	21.0
265.45	2.071E+05	21.0
265.90	2.071E+05	21.0
266.34	2.071E+05	21.0
266.79	2.071E+05	21.0
267.24	2.071E+05	21.0
267.69	2.070E+05	21.0
268.14	2.071E+05	21.0
268.59	2.070E+05	21.0
269.04	2.071E+05	21.0
269.48	2.071E+05	21.0
269.93	2.071E+05	21.0
270.36	2.070E+05	21.0
270.83	2.071E+05	21.0
271.27	2.070E+05	21.0
271.72	2.071E+05	21.0
272.17	2.071E+05	21.0
272.61	2.071E+05	21.0
273.09	2.071E+05	21.0
273.56	2.071E+05	21.0
274.01	2.071E+05	21.0
274.46	2.072E+05	21.0
274.90	2.072E+05	21.0
275.35	2.071E+05	21.0
275.80	2.072E+05	21.0
276.25	2.072E+05	21.0
276.69	2.072E+05	21.0
277.14	2.072E+05	21.0
277.59	2.072E+05	21.0
278.04	2.072E+05	21.0
278.48	2.072E+05	21.0
278.93	2.073E+05	21.0
279.38	2.072E+05	21.0
279.82	2.073E+05	21.0
280.27	2.073E+05	21.0
280.72	2.073E+05	21.0
281.17	2.073E+05	21.0
281.64	2.074E+05	21.0
282.09	2.074E+05	21.0
282.56	2.074E+05	21.0
283.04	2.074E+05	21.0
283.49	2.074E+05	21.0
283.94	2.075E+05	21.0
284.38	2.075E+05	21.0
284.83	2.075E+05	21.0
285.27	2.075E+05	21.0
285.75	2.075E+05	21.0
286.20	2.075E+05	21.0
286.65	2.076E+05	21.0
287.10	2.076E+05	21.0
287.57	2.076E+05	21.0
288.04	2.076E+05	21.0
288.52	2.076E+05	21.0
288.97	2.076E+05	21.0
289.44	2.077E+05	21.0
289.92	2.077E+05	21.0
290.39	2.077E+05	21.0
290.86	2.077E+05	21.0
291.35	2.077E+05	21.0
291.82	2.078E+05	21.0
292.26	2.077E+05	21.0
292.74	2.078E+05	21.0
293.21	2.078E+05	21.0
293.69	2.078E+05	21.0
294.19	2.078E+05	21.0
294.66	2.078E+05	21.0
295.14	2.078E+05	21.0
295.61	2.079E+05	21.0
296.09	2.079E+05	21.0
296.56	2.079E+05	21.0
297.04	2.079E+05	21.0
297.51	2.079E+05	21.0
298.01	2.079E+05	21.0
298.49	2.079E+05	21.0
298.97	2.079E+05	21.0
299.44	2.079E+05	21.0
299.92	2.079E+05	21.0
300.39	2.079E+05	21.0
300.89	2.080E+05	21.0
301.35	2.080E+05	21.0
301.82	2.079E+05	21.0
302.32	2.079E+05	21.0
302.77	2.079E+05	21.0
303.24	2.079E+05	21.0
303.71	2.079E+05	21.0
304.20	2.079E+05	21.0
304.67	2.079E+05	21.0
305.14	2.079E+05	21.0
305.61	2.079E+05	21.0
306.08	2.079E+05	21.0
306.56	2.079E+05	21.0
307.04	2.079E+05	21.0
307.51	2.079E+05	21.0
307.98	2.079E+05	21.0
308.46	2.079E+05	21.0
308.93	2.079E+05	21.0
309.41	2.079E+05	21.0
309.88	2.078E+05	21.0
310.36	2.078E+05	21.0
310.85	2.078E+05	21.0
311.33	2.078E+05	21.0
311.81	2.078E+05	21.0
312.31	2.078E+05	21.0
312.78	2.078E+05	21.0
313.26	2.078E+05	21.0
313.73	2.077E+05	21.0
314.21	2.078E+05	21.0
314.69	2.077E+05	21.0
315.16	2.077E+05	21.0
315.66	2.077E+05	21.0
316.16	2.077E+05	21.0
316.66	2.077E+05	21.0
317.14	2.076E+05	21.0
317.64	2.076E+05	21.0
348.51	2.073E+05	21.0
348.99	2.074E+05	21.0
349.46	2.074E+05	21.0
349.97	2.074E+05	21.0
350.44	2.074E+05	21.0
350.94	2.073E+05	21.0
351.42	2.074E+05	21.0
351.89	2.074E+05	21.0
