Time (s)	O2 conc. (ppm)
110.23	2.089E+05	21.0
110.59	2.089E+05	21.0
110.94	2.090E+05	21.0
111.30	2.090E+05	21.0
111.67	2.090E+05	21.0
112.03	2.090E+05	21.0
112.42	2.090E+05	21.0
112.79	2.091E+05	21.0
113.18	2.091E+05	21.0
113.55	2.091E+05	21.0
113.92	2.091E+05	21.0
114.28	2.091E+05	21.0
114.65	2.091E+05	21.0
115.01	2.091E+05	21.0
115.38	2.092E+05	21.0
115.75	2.092E+05	21.0
116.12	2.092E+05	21.0
116.48	2.092E+05	21.0
116.85	2.092E+05	21.0
117.21	2.092E+05	21.0
117.58	2.092E+05	21.0
117.94	2.092E+05	21.0
118.31	2.092E+05	21.0
118.66	2.092E+05	21.0
119.02	2.093E+05	21.0
119.38	2.093E+05	21.0
119.78	2.093E+05	21.0
120.17	2.093E+05	21.0
120.56	2.093E+05	21.0
120.98	2.093E+05	21.0
121.38	2.093E+05	21.0
121.80	2.093E+05	21.0
122.22	2.093E+05	21.0
122.59	2.094E+05	21.0
122.95	2.093E+05	21.0
123.35	2.094E+05	21.0
123.74	2.093E+05	21.0
124.12	2.094E+05	21.0
124.51	2.094E+05	21.0
124.87	2.094E+05	21.0
125.24	2.094E+05	21.0
125.63	2.094E+05	21.0
126.05	2.094E+05	21.0
126.44	2.094E+05	21.0
126.81	2.094E+05	21.0
127.18	2.094E+05	21.0
127.57	2.094E+05	21.0
127.93	2.094E+05	21.0
128.30	2.094E+05	21.0
128.67	2.094E+05	21.0
129.06	2.094E+05	21.0
129.43	2.094E+05	21.0
130.63	2.094E+05	21.0
131.02	2.094E+05	21.0
131.39	2.094E+05	21.0
131.76	2.094E+05	21.0
132.12	2.094E+05	21.0
132.49	2.094E+05	21.0
132.85	2.094E+05	21.0
133.24	2.094E+05	21.0
133.61	2.094E+05	21.0
133.98	2.094E+05	21.0
134.34	2.094E+05	21.0
134.71	2.094E+05	21.0
135.08	2.094E+05	21.0
135.47	2.094E+05	21.0
135.83	2.094E+05	21.0
136.20	2.094E+05	21.0
136.56	2.094E+05	21.0
136.96	2.094E+05	21.0
137.35	2.094E+05	21.0
137.72	2.094E+05	21.0
138.08	2.094E+05	21.0
138.48	2.094E+05	21.0
138.87	2.093E+05	21.0
139.24	2.094E+05	21.0
139.64	2.094E+05	21.0
140.00	2.093E+05	21.0
140.37	2.093E+05	21.0
140.73	2.094E+05	21.0
141.13	2.094E+05	21.0
141.52	2.094E+05	21.0
141.94	2.094E+05	21.0
142.34	2.093E+05	21.0
142.71	2.093E+05	21.0
143.10	2.094E+05	21.0
143.49	2.093E+05	21.0
143.89	2.094E+05	21.0
144.25	2.093E+05	21.0
144.67	2.093E+05	21.0
145.07	2.094E+05	21.0
145.49	2.093E+05	21.0
145.97	2.093E+05	21.0
146.39	2.093E+05	21.0
146.83	2.093E+05	21.0
147.28	2.093E+05	21.0
147.73	2.093E+05	21.0
148.15	2.093E+05	21.0
148.57	2.093E+05	21.0
148.99	2.093E+05	21.0
149.41	2.093E+05	21.0
149.80	2.093E+05	21.0
150.20	2.093E+05	21.0
150.59	2.093E+05	21.0
150.99	2.093E+05	21.0
151.38	2.093E+05	21.0
151.77	2.093E+05	21.0
152.14	2.093E+05	21.0
152.54	2.093E+05	21.0
152.96	2.093E+05	21.0
153.35	2.093E+05	21.0
153.74	2.093E+05	21.0
154.13	2.093E+05	21.0
154.52	2.093E+05	21.0
154.92	2.093E+05	21.0
155.32	2.093E+05	21.0
155.71	2.093E+05	21.0
156.10	2.093E+05	21.0
156.55	2.093E+05	21.0
156.94	2.093E+05	21.0
157.33	2.093E+05	21.0
157.73	2.093E+05	21.0
158.13	2.093E+05	21.0
158.54	2.093E+05	21.0
158.94	2.093E+05	21.0
159.35	2.093E+05	21.0
159.75	2.093E+05	21.0
160.15	2.093E+05	21.0
160.54	2.093E+05	21.0
160.91	2.093E+05	21.0
161.33	2.093E+05	21.0
161.72	2.093E+05	21.0
162.11	2.093E+05	21.0
162.50	2.093E+05	21.0
162.90	2.093E+05	21.0
163.29	2.093E+05	21.0
163.69	2.093E+05	21.0
164.11	2.093E+05	21.0
164.50	2.093E+05	21.0
164.89	2.093E+05	21.0
165.28	2.093E+05	21.0
165.68	2.093E+05	21.0
166.07	2.093E+05	21.0
166.44	2.093E+05	21.0
166.83	2.093E+05	21.0
167.25	2.093E+05	21.0
167.64	2.093E+05	21.0
168.04	2.093E+05	21.0
168.43	2.093E+05	21.0
168.83	2.093E+05	21.0
169.22	2.093E+05	21.0
169.70	2.093E+05	21.0
170.09	2.094E+05	21.0
170.48	2.093E+05	21.0
170.91	2.093E+05	21.0
171.30	2.093E+05	21.0
171.70	2.093E+05	21.0
172.14	2.093E+05	21.0
172.56	2.093E+05	21.0
172.96	2.094E+05	21.0
173.36	2.093E+05	21.0
173.75	2.094E+05	21.0
174.15	2.094E+05	21.0
174.56	2.094E+05	21.0
174.95	2.093E+05	21.0
175.35	2.094E+05	21.0
175.78	2.094E+05	21.0
176.17	2.094E+05	21.0
176.59	2.094E+05	21.0
177.06	2.094E+05	21.0
177.45	2.094E+05	21.0
177.84	2.094E+05	21.0
178.23	2.094E+05	21.0
178.61	2.094E+05	21.0
179.00	2.094E+05	21.0
179.39	2.094E+05	21.0
179.78	2.094E+05	21.0
180.20	2.094E+05	21.0
180.59	2.094E+05	21.0
180.99	2.094E+05	21.0
181.39	2.094E+05	21.0
181.81	2.094E+05	21.0
182.22	2.094E+05	21.0
182.62	2.094E+05	21.0
183.01	2.094E+05	21.0
183.40	2.094E+05	21.0
183.80	2.094E+05	21.0
184.22	2.094E+05	21.0
184.64	2.094E+05	21.0
185.03	2.094E+05	21.0
185.42	2.094E+05	21.0
185.82	2.094E+05	21.0
186.24	2.094E+05	21.0
186.64	2.094E+05	21.0
187.05	2.094E+05	21.0
187.45	2.094E+05	21.0
187.87	2.094E+05	21.0
188.26	2.094E+05	21.0
188.65	2.094E+05	21.0
189.04	2.095E+05	21.0
189.44	2.095E+05	21.0
189.83	2.094E+05	21.0
190.25	2.094E+05	21.0
190.64	2.094E+05	21.0
191.03	2.095E+05	21.0
191.46	2.095E+05	21.0
191.85	2.095E+05	21.0
192.25	2.095E+05	21.0
192.67	2.095E+05	21.0
193.06	2.094E+05	21.0
193.45	2.095E+05	21.0
193.93	2.094E+05	21.0
194.33	2.094E+05	21.0
194.72	2.095E+05	21.0
195.14	2.094E+05	21.0
195.56	2.095E+05	21.0
195.98	2.095E+05	21.0
196.40	2.094E+05	21.0
196.80	2.095E+05	21.0
197.22	2.095E+05	21.0
197.64	2.095E+05	21.0
198.06	2.095E+05	21.0
198.47	2.095E+05	21.0
198.89	2.095E+05	21.0
199.29	2.095E+05	21.0
199.71	2.095E+05	21.0
200.16	2.095E+05	21.0
200.57	2.095E+05	21.0
200.99	2.095E+05	21.0
201.44	2.095E+05	21.0
201.87	2.095E+05	21.0
202.29	2.095E+05	21.0
202.79	2.095E+05	21.0
203.23	2.095E+05	21.0
203.68	2.095E+05	21.0
204.10	2.095E+05	21.0
204.50	2.095E+05	21.0
204.92	2.095E+05	21.0
205.33	2.095E+05	21.0
205.78	2.095E+05	21.0
206.17	2.095E+05	21.0
206.56	2.095E+05	21.0
206.96	2.095E+05	21.0
207.38	2.095E+05	21.0
207.77	2.095E+05	21.0
208.19	2.095E+05	21.0
208.61	2.095E+05	21.0
209.00	2.095E+05	21.0
209.40	2.095E+05	21.0
209.82	2.095E+05	21.0
210.27	2.095E+05	21.0
210.69	2.095E+05	21.0
211.10	2.095E+05	21.0
211.55	2.095E+05	21.0
211.95	2.096E+05	21.0
212.37	2.095E+05	21.0
212.81	2.095E+05	21.0
213.23	2.095E+05	21.0
213.65	2.095E+05	21.0
214.07	2.095E+05	21.0
214.49	2.095E+05	21.0
214.89	2.095E+05	21.0
215.31	2.095E+05	21.0
215.76	2.096E+05	21.0
216.28	2.095E+05	21.0
216.76	2.096E+05	21.0
217.26	2.095E+05	21.0
217.77	2.096E+05	21.0
218.19	2.096E+05	21.0
218.61	2.095E+05	21.0
219.03	2.095E+05	21.0
219.48	2.096E+05	21.0
219.88	2.095E+05	21.0
220.30	2.096E+05	21.0
220.72	2.096E+05	21.0
221.14	2.095E+05	21.0
221.56	2.095E+05	21.0
221.96	2.096E+05	21.0
222.36	2.095E+05	21.0
222.78	2.096E+05	21.0
223.20	2.095E+05	21.0
223.62	2.096E+05	21.0
224.06	2.096E+05	21.0
224.49	2.095E+05	21.0
224.88	2.096E+05	21.0
225.31	2.096E+05	21.0
225.73	2.096E+05	21.0
226.15	2.096E+05	21.0
226.59	2.096E+05	21.0
227.01	2.096E+05	21.0
227.46	2.096E+05	21.0
227.89	2.096E+05	21.0
228.30	2.095E+05	21.0
228.73	2.095E+05	21.0
229.15	2.095E+05	21.0
229.57	2.096E+05	21.0
230.02	2.096E+05	21.0
230.47	2.096E+05	21.0
230.95	2.096E+05	21.0
231.44	2.096E+05	21.0
231.92	2.096E+05	21.0
232.36	2.096E+05	21.0
232.82	2.096E+05	21.0
233.27	2.096E+05	21.0
233.71	2.096E+05	21.0
234.16	2.096E+05	21.0
234.60	2.096E+05	21.0
235.02	2.096E+05	21.0
235.47	2.096E+05	21.0
235.92	2.096E+05	21.0
236.37	2.096E+05	21.0
236.81	2.096E+05	21.0
237.26	2.096E+05	21.0
237.68	2.096E+05	21.0
238.13	2.096E+05	21.0
238.57	2.096E+05	21.0
239.02	2.096E+05	21.0
239.47	2.096E+05	21.0
239.92	2.096E+05	21.0
240.36	2.096E+05	21.0
240.79	2.096E+05	21.0
241.21	2.096E+05	21.0
241.66	2.096E+05	21.0
242.10	2.096E+05	21.0
242.52	2.096E+05	21.0
242.97	2.096E+05	21.0
243.42	2.096E+05	21.0
243.86	2.096E+05	21.0
244.28	2.096E+05	21.0
244.73	2.096E+05	21.0
245.17	2.096E+05	21.0
245.59	2.096E+05	21.0
246.02	2.096E+05	21.0
246.44	2.096E+05	21.0
246.88	2.096E+05	21.0
247.33	2.096E+05	21.0
247.75	2.096E+05	21.0
248.22	2.096E+05	21.0
248.65	2.096E+05	21.0
249.09	2.096E+05	21.0
249.54	2.096E+05	21.0
249.96	2.096E+05	21.0
250.40	2.096E+05	21.0
250.86	2.096E+05	21.0
251.30	2.096E+05	21.0
251.78	2.096E+05	21.0
252.25	2.096E+05	21.0
252.72	2.096E+05	21.0
253.19	2.096E+05	21.0
253.67	2.096E+05	21.0
254.12	2.096E+05	21.0
254.59	2.096E+05	21.0
255.04	2.096E+05	21.0
255.48	2.096E+05	21.0
255.96	2.096E+05	21.0
256.44	2.096E+05	21.0
256.91	2.096E+05	21.0
257.38	2.096E+05	21.0
257.83	2.096E+05	21.0
258.27	2.096E+05	21.0
258.73	2.096E+05	21.0
259.20	2.096E+05	21.0
259.65	2.097E+05	21.0
260.10	2.097E+05	21.0
260.54	2.096E+05	21.0
260.99	2.096E+05	21.0
261.44	2.097E+05	21.0
261.89	2.096E+05	21.0
262.34	2.097E+05	21.0
262.78	2.096E+05	21.0
263.23	2.096E+05	21.0
263.68	2.097E+05	21.0
264.13	2.097E+05	21.0
264.57	2.097E+05	21.0
265.02	2.097E+05	21.0
265.47	2.097E+05	21.0
265.91	2.097E+05	21.0
266.37	2.097E+05	21.0
266.81	2.097E+05	21.0
267.26	2.097E+05	21.0
267.71	2.097E+05	21.0
268.15	2.097E+05	21.0
268.59	2.097E+05	21.0
269.05	2.097E+05	21.0
269.49	2.097E+05	21.0
269.94	2.097E+05	21.0
270.39	2.097E+05	21.0
270.84	2.097E+05	21.0
271.28	2.097E+05	21.0
271.74	2.097E+05	21.0
272.18	2.097E+05	21.0
272.63	2.097E+05	21.0
273.07	2.097E+05	21.0
273.52	2.097E+05	21.0
273.97	2.097E+05	21.0
274.42	2.097E+05	21.0
274.87	2.097E+05	21.0
275.34	2.097E+05	21.0
275.78	2.098E+05	21.0
276.23	2.098E+05	21.0
276.68	2.097E+05	21.0
277.16	2.097E+05	21.0
277.63	2.097E+05	21.0
278.10	2.098E+05	21.0
278.58	2.098E+05	21.0
279.08	2.097E+05	21.0
279.56	2.097E+05	21.0
280.04	2.098E+05	21.0
280.51	2.097E+05	21.0
280.98	2.097E+05	21.0
281.43	2.097E+05	21.0
281.88	2.098E+05	21.0
282.33	2.098E+05	21.0
282.80	2.097E+05	21.0
283.25	2.097E+05	21.0
283.70	2.098E+05	21.0
284.14	2.098E+05	21.0
284.60	2.097E+05	21.0
285.04	2.097E+05	21.0
285.49	2.098E+05	21.0
285.94	2.097E+05	21.0
286.38	2.097E+05	21.0
286.83	2.097E+05	21.0
287.29	2.097E+05	21.0
287.77	2.097E+05	21.0
288.21	2.097E+05	21.0
288.65	2.097E+05	21.0
289.10	2.097E+05	21.0
289.55	2.097E+05	21.0
290.00	2.097E+05	21.0
290.45	2.097E+05	21.0
290.95	2.097E+05	21.0
291.39	2.098E+05	21.0
291.86	2.097E+05	21.0
292.32	2.097E+05	21.0
292.79	2.097E+05	21.0
293.27	2.097E+05	21.0
293.72	2.097E+05	21.0
294.19	2.097E+05	21.0
294.66	2.098E+05	21.0
295.11	2.097E+05	21.0
295.59	2.098E+05	21.0
296.06	2.098E+05	21.0
296.51	2.098E+05	21.0
296.98	2.098E+05	21.0
297.44	2.098E+05	21.0
297.91	2.098E+05	21.0
298.39	2.098E+05	21.0
298.86	2.098E+05	21.0
299.33	2.097E+05	21.0
299.81	2.098E+05	21.0
300.26	2.098E+05	21.0
300.73	2.098E+05	21.0
301.21	2.098E+05	21.0
301.65	2.098E+05	21.0
302.12	2.098E+05	21.0
302.61	2.098E+05	21.0
303.08	2.098E+05	21.0
303.55	2.098E+05	21.0
304.02	2.098E+05	21.0
304.50	2.098E+05	21.0
304.97	2.098E+05	21.0
305.45	2.098E+05	21.0
305.93	2.098E+05	21.0
306.40	2.098E+05	21.0
306.87	2.098E+05	21.0
307.34	2.098E+05	21.0
307.82	2.098E+05	21.0
308.32	2.098E+05	21.0
308.80	2.098E+05	21.0
309.27	2.098E+05	21.0
309.75	2.098E+05	21.0
310.22	2.098E+05	21.0
310.70	2.098E+05	21.0
311.17	2.099E+05	21.0
311.65	2.098E+05	21.0
312.12	2.098E+05	21.0
312.59	2.098E+05	21.0
313.08	2.098E+05	21.0
313.55	2.098E+05	21.0
314.02	2.098E+05	21.0
314.49	2.098E+05	21.0
314.97	2.098E+05	21.0
315.47	2.098E+05	21.0
315.97	2.098E+05	21.0
316.44	2.098E+05	21.0
316.92	2.098E+05	21.0
317.40	2.098E+05	21.0
317.87	2.097E+05	21.0
318.35	2.098E+05	21.0
318.85	2.098E+05	21.0
319.32	2.098E+05	21.0
319.80	2.098E+05	21.0
320.27	2.098E+05	21.0
320.76	2.098E+05	21.0
321.23	2.098E+05	21.0
321.70	2.098E+05	21.0
322.17	2.098E+05	21.0
322.65	2.098E+05	21.0
323.15	2.098E+05	21.0
323.65	2.098E+05	21.0
324.15	2.098E+05	21.0
324.65	2.098E+05	21.0
325.16	2.098E+05	21.0
325.66	2.097E+05	21.0
326.16	2.098E+05	21.0
326.63	2.098E+05	21.0
327.13	2.098E+05	21.0
327.60	2.098E+05	21.0
328.11	2.098E+05	21.0
328.61	2.098E+05	21.0
329.11	2.098E+05	21.0
329.61	2.098E+05	21.0
330.11	2.098E+05	21.0
330.59	2.098E+05	21.0
331.07	2.098E+05	21.0
331.54	2.098E+05	21.0
332.04	2.098E+05	21.0
332.54	2.098E+05	21.0
333.04	2.098E+05	21.0
333.52	2.098E+05	21.0
334.02	2.098E+05	21.0
334.52	2.098E+05	21.0
334.99	2.098E+05	21.0
335.49	2.098E+05	21.0
336.00	2.098E+05	21.0
336.50	2.098E+05	21.0
337.00	2.098E+05	21.0
337.50	2.098E+05	21.0
338.00	2.098E+05	21.0
338.50	2.098E+05	21.0
338.98	2.098E+05	21.0
339.48	2.098E+05	21.0
339.95	2.098E+05	21.0
340.45	2.098E+05	21.0
340.93	2.098E+05	21.0
341.40	2.098E+05	21.0
341.91	2.098E+05	21.0
342.40	2.098E+05	21.0
342.90	2.098E+05	21.0
343.40	2.098E+05	21.0
343.91	2.099E+05	21.0
344.41	2.098E+05	21.0
344.91	2.099E+05	21.0
345.41	2.098E+05	21.0
345.91	2.099E+05	21.0
346.45	2.098E+05	21.0
346.95	2.099E+05	21.0
347.45	2.099E+05	21.0
347.95	2.098E+05	21.0
348.45	2.099E+05	21.0
348.93	2.099E+05	21.0
349.43	2.098E+05	21.0
349.96	2.098E+05	21.0
350.49	2.099E+05	21.0
351.04	2.098E+05	21.0
351.55	2.099E+05	21.0
352.08	2.099E+05	21.0
352.60	2.099E+05	21.0
353.13	2.099E+05	21.0
353.66	2.098E+05	21.0
354.16	2.099E+05	21.0
354.66	2.099E+05	21.0
355.16	2.099E+05	21.0
355.69	2.098E+05	21.0
356.19	2.099E+05	21.0
356.69	2.099E+05	21.0
357.19	2.098E+05	21.0
357.70	2.099E+05	21.0
358.22	2.099E+05	21.0
358.72	2.099E+05	21.0
359.23	2.099E+05	21.0
359.73	2.099E+05	21.0
360.23	2.099E+05	21.0
360.76	2.099E+05	21.0
361.26	2.099E+05	21.0
361.76	2.098E+05	21.0
362.27	2.099E+05	21.0
362.79	2.098E+05	21.0
363.29	2.099E+05	21.0
363.80	2.098E+05	21.0
364.30	2.099E+05	21.0
364.81	2.098E+05	21.0
365.31	2.098E+05	21.0
365.81	2.099E+05	21.0
366.33	2.098E+05	21.0
366.83	2.099E+05	21.0
367.34	2.099E+05	21.0
367.84	2.099E+05	21.0
368.36	2.099E+05	21.0
368.87	2.099E+05	21.0
369.37	2.099E+05	21.0
