Time (s)	O2 conc. (ppm)
152.10	2.105E+05	21.0
152.50	2.105E+05	21.0
152.89	2.105E+05	21.0
153.28	2.105E+05	21.0
153.68	2.105E+05	21.0
154.04	2.105E+05	21.0
154.41	2.105E+05	21.0
154.77	2.105E+05	21.0
155.16	2.105E+05	21.0
155.58	2.105E+05	21.0
155.94	2.105E+05	21.0
156.34	2.105E+05	21.0
156.71	2.105E+05	21.0
157.10	2.104E+05	21.0
157.49	2.105E+05	21.0
157.86	2.104E+05	21.0
158.25	2.104E+05	21.0
158.62	2.104E+05	21.0
159.02	2.104E+05	21.0
159.41	2.104E+05	21.0
159.80	2.104E+05	21.0
160.19	2.104E+05	21.0
160.58	2.104E+05	21.0
160.98	2.104E+05	21.0
161.35	2.104E+05	21.0
161.74	2.104E+05	21.0
162.13	2.104E+05	21.0
162.52	2.104E+05	21.0
162.92	2.104E+05	21.0
163.31	2.104E+05	21.0
163.70	2.104E+05	21.0
164.10	2.103E+05	21.0
164.47	2.104E+05	21.0
164.83	2.104E+05	21.0
165.22	2.103E+05	21.0
165.61	2.103E+05	21.0
166.03	2.104E+05	21.0
166.43	2.104E+05	21.0
166.80	2.104E+05	21.0
167.19	2.103E+05	21.0
167.58	2.103E+05	21.0
167.97	2.103E+05	21.0
168.36	2.103E+05	21.0
168.76	2.103E+05	21.0
169.16	2.103E+05	21.0
169.55	2.103E+05	21.0
169.94	2.103E+05	21.0
170.33	2.103E+05	21.0
170.72	2.103E+05	21.0
171.12	2.103E+05	21.0
171.51	2.103E+05	21.0
171.91	2.103E+05	21.0
172.32	2.103E+05	21.0
172.71	2.103E+05	21.0
173.10	2.103E+05	21.0
173.50	2.103E+05	21.0
173.89	2.103E+05	21.0
174.31	2.103E+05	21.0
174.68	2.103E+05	21.0
175.07	2.103E+05	21.0
175.46	2.103E+05	21.0
175.86	2.103E+05	21.0
176.25	2.103E+05	21.0
176.64	2.103E+05	21.0
177.04	2.103E+05	21.0
177.46	2.103E+05	21.0
177.85	2.103E+05	21.0
178.24	2.103E+05	21.0
178.63	2.103E+05	21.0
179.02	2.103E+05	21.0
179.41	2.103E+05	21.0
179.82	2.103E+05	21.0
180.21	2.103E+05	21.0
180.62	2.103E+05	21.0
181.02	2.102E+05	21.0
181.44	2.102E+05	21.0
181.83	2.103E+05	21.0
182.26	2.103E+05	21.0
182.65	2.103E+05	21.0
183.07	2.102E+05	21.0
183.46	2.103E+05	21.0
183.85	2.103E+05	21.0
184.24	2.103E+05	21.0
184.64	2.102E+05	21.0
185.04	2.103E+05	21.0
185.45	2.103E+05	21.0
185.85	2.103E+05	21.0
186.27	2.103E+05	21.0
186.66	2.103E+05	21.0
187.08	2.103E+05	21.0
187.49	2.103E+05	21.0
187.90	2.103E+05	21.0
188.31	2.103E+05	21.0
188.71	2.103E+05	21.0
189.13	2.103E+05	21.0
189.54	2.103E+05	21.0
189.94	2.103E+05	21.0
190.34	2.103E+05	21.0
190.73	2.103E+05	21.0
191.15	2.103E+05	21.0
191.53	2.103E+05	21.0
191.96	2.103E+05	21.0
192.37	2.103E+05	21.0
192.79	2.103E+05	21.0
193.19	2.103E+05	21.0
193.58	2.103E+05	21.0
194.00	2.103E+05	21.0
194.42	2.103E+05	21.0
194.84	2.103E+05	21.0
195.23	2.103E+05	21.0
195.63	2.103E+05	21.0
196.05	2.104E+05	21.0
196.47	2.104E+05	21.0
196.86	2.103E+05	21.0
197.29	2.103E+05	21.0
197.68	2.104E+05	21.0
198.08	2.104E+05	21.0
198.50	2.104E+05	21.0
198.92	2.104E+05	21.0
199.34	2.103E+05	21.0
199.76	2.104E+05	21.0
200.18	2.104E+05	21.0
200.60	2.103E+05	21.0
201.00	2.103E+05	21.0
201.42	2.104E+05	21.0
201.84	2.103E+05	21.0
202.25	2.103E+05	21.0
202.64	2.103E+05	21.0
203.04	2.103E+05	21.0
203.43	2.103E+05	21.0
203.85	2.103E+05	21.0
204.24	2.103E+05	21.0
204.63	2.103E+05	21.0
205.05	2.103E+05	21.0
205.44	2.103E+05	21.0
205.84	2.103E+05	21.0
206.26	2.103E+05	21.0
206.65	2.103E+05	21.0
